,Linear Noise Schedule,Geometric Noise Schedule,Custom Noise Schedule,Increased CNN Capacity,Entropy Added to Noise
FID Score,50.019222259521484,218.7672576904297,58.420814514160156,24.541748046875,47.804649353027344
